ID,LeafArea
AGL3450.jpeg.txt.Area93,0.027
AGL3450.jpeg.txt.Area94,0.009
AGL3450.jpeg.txt.Area95,0.017
AGL3450.jpeg.txt.Area96,0.024
AGL3450.jpeg.txt.Area97,0.029
AGL3450.jpeg.txt.Area98,0.005
AGL3450.jpeg.txt.Area99,0.012
AGL3450.jpeg.txt.Area100,0.021
AGL3450.jpeg.txt.Area101,0.023
AGL3450.jpeg.txt.Area102,0.028
AGL3450.jpeg.txt.Area103,0.022
AGL3450.jpeg.txt.Area104,0.019
AGL3450.jpeg.txt.Area105,0.028
AGL3450.jpeg.txt.Area106,0.012
AGL3450.jpeg.txt.Area107,0.034
AGL3450.jpeg.txt.Area108,0.008
AGL3450.jpeg.txt.Area109,0.013
AGL3450.jpeg.txt.Area110,0.013
AGL3450.jpeg.txt.Area111,0.022
AGL3450.jpeg.txt.Area112,0.023
AGL3450.jpeg.txt.Area113,0.023
AGL3450.jpeg.txt.Area114,0.021
AGL3450.jpeg.txt.Area115,0.026
AGL3450.jpeg.txt.Area116,0.023
AGL3450.jpeg.txt.Area117,0.047
AGL3450.jpeg.txt.Area118,0.013
AGL3450.jpeg.txt.Area119,0.055
AGL3450.jpeg.txt.Area120,0.023
AGL3450.jpeg.txt.Area121,0.008
AGO1459.jpeg.txt.Area1,0.015
AGO1459.jpeg.txt.Area2,0.015
AGO1459.jpeg.txt.Area3,0.011
AGO1459.jpeg.txt.Area4,1.302
AGR0051.jpeg.txt.Area1,5.485
AGR0051.jpeg.txt.Area2,6.438
AGW4067.jpeg.txt.Area1,1.52
AGW4067.jpeg.txt.Area2,1.52
AGW4067.jpeg.txt.Area3,1.661
AHC5329.jpeg.txt.Area1,1.926
AHC5329.jpeg.txt.Area2,1.825
AHD3856.jpeg.txt.Area1,0.017
AHD3856.jpeg.txt.Area2,0.018
AHD3856.jpeg.txt.Area3,0.022
AHD3856.jpeg.txt.Area4,0.017
AHD3856.jpeg.txt.Area5,0.065
AHD3856.jpeg.txt.Area6,0.005
AHD3856.jpeg.txt.Area7,0.008
AHD3856.jpeg.txt.Area8,0.023
AHD3856.jpeg.txt.Area9,0.011
AHD3856.jpeg.txt.Area10,0.038
AHD3856.jpeg.txt.Area11,0.026
AHD3856.jpeg.txt.Area12,0.007
AHD3856.jpeg.txt.Area13,0.014
AHD3856.jpeg.txt.Area14,0.02
AHD3856.jpeg.txt.Area15,0.014
AHD3856.jpeg.txt.Area16,0.009
AHD3856.jpeg.txt.Area17,0.018
AHD3856.jpeg.txt.Area18,0.021
AHD3856.jpeg.txt.Area19,0.021
AHD3856.jpeg.txt.Area20,0.008
AHD3856.jpeg.txt.Area21,0.007
AHD3856.jpeg.txt.Area22,0.035
AHD3856.jpeg.txt.Area23,0.012
AHD3856.jpeg.txt.Area24,0.022
AHD3856.jpeg.txt.Area25,0.019
AHD3856.jpeg.txt.Area26,0.009
AHD3856.jpeg.txt.Area27,0.009
AHD3856.jpeg.txt.Area28,0.007
AHD3856.jpeg.txt.Area29,0.012
AHD3856.jpeg.txt.Area30,0.014
AHD3856.jpeg.txt.Area31,0.02
AHD3856.jpeg.txt.Area32,0.009
AHD3856.jpeg.txt.Area33,0.012
AHD3856.jpeg.txt.Area34,0.007
AHD3856.jpeg.txt.Area35,0.017
AHD3856.jpeg.txt.Area36,0.073
AHD3856.jpeg.txt.Area37,0.013
AHD3856.jpeg.txt.Area38,0.016
AHD3856.jpeg.txt.Area39,0.101
AHD3856.jpeg.txt.Area40,0.021
AHD3856.jpeg.txt.Area41,0.016
AHD3856.jpeg.txt.Area42,0.011
AHD3856.jpeg.txt.Area43,0.009
AHD3856.jpeg.txt.Area44,0.018
AHD3856.jpeg.txt.Area45,0.012
AHD3856.jpeg.txt.Area46,0.005
AHD3856.jpeg.txt.Area47,0.02
AHD3856.jpeg.txt.Area48,0.016
AHD3856.jpeg.txt.Area49,0.015
AHD3856.jpeg.txt.Area50,0.007
AHD3856.jpeg.txt.Area51,0.05
AHD3856.jpeg.txt.Area52,0.014
AHD3856.jpeg.txt.Area53,0.011
AHD3856.jpeg.txt.Area54,0.03
AHD3856.jpeg.txt.Area55,0.016
AHD3856.jpeg.txt.Area56,0.032
AHD3856.jpeg.txt.Area57,0.019
AHD3856.jpeg.txt.Area58,0.178
AHD3856.jpeg.txt.Area59,0.006
AHD3856.jpeg.txt.Area60,0.028
AHD3856.jpeg.txt.Area61,0.007
AHD3856.jpeg.txt.Area62,0.009
AHD3856.jpeg.txt.Area63,0.014
AHD3856.jpeg.txt.Area64,0.028
AHD3856.jpeg.txt.Area65,0.01
AHD3856.jpeg.txt.Area66,0.05
AHD3856.jpeg.txt.Area67,0.008
AHD3856.jpeg.txt.Area68,0.011
AHD3856.jpeg.txt.Area69,0.032
AHD3856.jpeg.txt.Area70,0.008
AHD3856.jpeg.txt.Area71,0.009
AHD3856.jpeg.txt.Area72,0.017
AHD3856.jpeg.txt.Area73,0.03
AHD3856.jpeg.txt.Area74,0.014
AHD3856.jpeg.txt.Area75,0.017
AHD3856.jpeg.txt.Area76,0.028
AHD3856.jpeg.txt.Area77,0.006
AHD3856.jpeg.txt.Area78,0.007
AHD3856.jpeg.txt.Area79,0.005
AHD3856.jpeg.txt.Area80,0.009
AHD3856.jpeg.txt.Area81,0.018
AHD3856.jpeg.txt.Area82,0.016
AHD3856.jpeg.txt.Area83,0.008
AHD3856.jpeg.txt.Area84,0.018
AHD3856.jpeg.txt.Area85,0.008
AHD3856.jpeg.txt.Area86,0.02
AHD3856.jpeg.txt.Area87,0.019
AHD3856.jpeg.txt.Area88,0.012
AHD3856.jpeg.txt.Area89,0.02
AHD3856.jpeg.txt.Area90,0.015
AHD3856.jpeg.txt.Area91,0.013
AHD3856.jpeg.txt.Area92,0.015
AHD3856.jpeg.txt.Area93,0.012
AHD3856.jpeg.txt.Area94,0.019
AHD3856.jpeg.txt.Area95,0.017
AHD3856.jpeg.txt.Area96,0.006
AHD3856.jpeg.txt.Area97,0.102
AHD3856.jpeg.txt.Area98,0.071
AHD3856.jpeg.txt.Area99,0.011
AHD3856.jpeg.txt.Area100,0.017
AHD3856.jpeg.txt.Area101,0.018
AHD3856.jpeg.txt.Area102,0.011
AHD3856.jpeg.txt.Area103,0.015
AHD3856.jpeg.txt.Area104,0.017
AHD3856.jpeg.txt.Area105,0.042
AHD3856.jpeg.txt.Area106,0.016
AHH9987.jpeg.txt.Area1,0.014
AHH9987.jpeg.txt.Area2,0.025
AHH9987.jpeg.txt.Area3,1.08
ARB4763.jpeg.txt.Area1,0.019
ARB4763.jpeg.txt.Area2,0.008
ARB4763.jpeg.txt.Area3,0.014
ARB4763.jpeg.txt.Area4,0.013
ARB4763.jpeg.txt.Area5,0.018
ARB4763.jpeg.txt.Area6,0.039
ARB4763.jpeg.txt.Area7,0.046
ARB4763.jpeg.txt.Area8,0.068
ARB4763.jpeg.txt.Area9,0.029
ARB4763.jpeg.txt.Area10,0.027
ARB4763.jpeg.txt.Area11,0.021
ARB4763.jpeg.txt.Area12,0.016
ARB4763.jpeg.txt.Area13,0.084
ARB4763.jpeg.txt.Area14,0.007
ARB4763.jpeg.txt.Area15,0.018
ARB4763.jpeg.txt.Area16,0.019
ARB4763.jpeg.txt.Area17,0.021
ARB4763.jpeg.txt.Area18,0.023
ARB4763.jpeg.txt.Area19,0.181
ARB4763.jpeg.txt.Area20,0.017
ARB4763.jpeg.txt.Area21,0.022
ARB4763.jpeg.txt.Area22,0.035
ARB4763.jpeg.txt.Area23,0.009
ARB4763.jpeg.txt.Area24,0.022
ARB4763.jpeg.txt.Area25,0.023
ARB4763.jpeg.txt.Area26,0.007
ARB4763.jpeg.txt.Area27,0.209
ARB4763.jpeg.txt.Area28,0.025
ARB4763.jpeg.txt.Area29,0.019
ARB4763.jpeg.txt.Area30,0.02
ARB4763.jpeg.txt.Area31,0.009
ARB4763.jpeg.txt.Area32,0.019
ARB4763.jpeg.txt.Area33,0.052
ARB4763.jpeg.txt.Area34,0.036
ARB4763.jpeg.txt.Area35,0.012
ARB4763.jpeg.txt.Area36,0.012
ARB4763.jpeg.txt.Area37,0.009
ARB4763.jpeg.txt.Area38,0.017
ARB4763.jpeg.txt.Area39,0.019
ARB4763.jpeg.txt.Area40,0.025
ARB4763.jpeg.txt.Area41,0.175
ARB4763.jpeg.txt.Area42,0.034
ARB4763.jpeg.txt.Area43,0.019
ARB4763.jpeg.txt.Area44,0.026
ARB4763.jpeg.txt.Area45,0.073
ARB4763.jpeg.txt.Area46,0.023
ARB4763.jpeg.txt.Area47,0.089
ARB4763.jpeg.txt.Area48,0.026
ARB4763.jpeg.txt.Area49,0.016
ARB4763.jpeg.txt.Area50,0.021
ARB4763.jpeg.txt.Area51,0.036
ARB4763.jpeg.txt.Area52,0.035
ARB4763.jpeg.txt.Area53,0.034
ARB4763.jpeg.txt.Area54,0.014
ARB4763.jpeg.txt.Area55,0.019
ARB4763.jpeg.txt.Area56,0.095
ARB4763.jpeg.txt.Area57,0.094
ARB4763.jpeg.txt.Area58,0.029
ARB4763.jpeg.txt.Area59,0.023
ARB4763.jpeg.txt.Area60,0.023
ARB4763.jpeg.txt.Area61,0.01
ARB4763.jpeg.txt.Area62,0.087
ARB4763.jpeg.txt.Area63,0.016
ARB4763.jpeg.txt.Area64,0.148
ARB4763.jpeg.txt.Area65,0.023
ARB4763.jpeg.txt.Area66,0.022
ARB4763.jpeg.txt.Area67,0.042
ARB4763.jpeg.txt.Area68,0.005
ARB4763.jpeg.txt.Area69,0.01
ARB4763.jpeg.txt.Area70,0.04
ARB4763.jpeg.txt.Area71,0.025
ARB4763.jpeg.txt.Area72,0.024
ARB4763.jpeg.txt.Area73,0.017
ARB4763.jpeg.txt.Area74,0.021
ARB4763.jpeg.txt.Area75,0.074
ARB4763.jpeg.txt.Area76,0.014
ARB4763.jpeg.txt.Area77,0.041
ARB4763.jpeg.txt.Area78,0.011
ARB4763.jpeg.txt.Area79,0.022
ARB4763.jpeg.txt.Area80,0.055
ARB4763.jpeg.txt.Area81,0.008
ARB4763.jpeg.txt.Area82,0.011
ARB4763.jpeg.txt.Area83,0.023
ARB4763.jpeg.txt.Area84,0.029
ARB4763.jpeg.txt.Area85,0.015
ARB4763.jpeg.txt.Area86,0.008
ARB4763.jpeg.txt.Area87,0.012
ARB4763.jpeg.txt.Area88,0.048
ARB4763.jpeg.txt.Area89,0.207
ARB4763.jpeg.txt.Area90,0.027
ARB4763.jpeg.txt.Area91,0.025
ARB4763.jpeg.txt.Area92,0.1
ARB4763.jpeg.txt.Area93,0.019
ARB4763.jpeg.txt.Area94,0.086
ARB4763.jpeg.txt.Area95,0.011
ARB4763.jpeg.txt.Area96,0.037
ARB4763.jpeg.txt.Area97,0.009
ARB4763.jpeg.txt.Area98,0.023
ARB4763.jpeg.txt.Area99,0.012
ARB4763.jpeg.txt.Area100,0.016
ARB4763.jpeg.txt.Area101,0.026
ARB4763.jpeg.txt.Area102,0.021
ARB4763.jpeg.txt.Area103,0.043
ARB4763.jpeg.txt.Area104,0.022
ARB4763.jpeg.txt.Area105,0.012
ARB4763.jpeg.txt.Area106,0.018
ARB4763.jpeg.txt.Area107,0.02
ARB4763.jpeg.txt.Area108,0.019
ARB4763.jpeg.txt.Area109,0.014
ARB4763.jpeg.txt.Area110,0.031
ARB4763.jpeg.txt.Area111,0.02
ARB4763.jpeg.txt.Area112,0.011
ARB4763.jpeg.txt.Area113,0.024
ARB4763.jpeg.txt.Area114,0.055
ARB4763.jpeg.txt.Area115,0.014
ARB4763.jpeg.txt.Area116,0.019
ARB4763.jpeg.txt.Area117,0.016
ARB4763.jpeg.txt.Area118,0.018
ARB4763.jpeg.txt.Area119,0.089
ARB4763.jpeg.txt.Area120,0.016
ARB4763.jpeg.txt.Area121,0.035
ARB4763.jpeg.txt.Area122,0.013
ARB4763.jpeg.txt.Area123,0.025
ARJ0812.jpeg.txt.Area1,1.263
ARJ0812.jpeg.txt.Area2,0.008
ARJ0812.jpeg.txt.Area3,0.833
ASL0566.jpeg.txt.Area,0.755
BMZ8110.jpeg.txt.Area,9.933
BNK5107.jpeg.txt.Area1,0.013
BNK5107.jpeg.txt.Area2,0.012
BNK5107.jpeg.txt.Area3,0.014
BNK5107.jpeg.txt.Area4,0.135
BNK5107.jpeg.txt.Area5,0.006
BNK5107.jpeg.txt.Area6,0.008
BNK5107.jpeg.txt.Area7,0.015
BNK5107.jpeg.txt.Area8,0.01
BNK5107.jpeg.txt.Area9,0.012
BNK5107.jpeg.txt.Area10,0.005
BNK5107.jpeg.txt.Area11,0.007
BNK5107.jpeg.txt.Area12,0.007
BNK5107.jpeg.txt.Area13,0.055
BNK5107.jpeg.txt.Area14,0.072
BNK5107.jpeg.txt.Area15,0.009
BNK5107.jpeg.txt.Area16,0.009
BNK5107.jpeg.txt.Area17,0.008
BNK5107.jpeg.txt.Area18,0.021
BNK5107.jpeg.txt.Area19,0.01
BNK5107.jpeg.txt.Area20,0.096
BNK5107.jpeg.txt.Area21,0.007
BNK5107.jpeg.txt.Area22,0.015
BNK5107.jpeg.txt.Area23,0.008
BNK5107.jpeg.txt.Area24,0.051
BNK5107.jpeg.txt.Area25,0.019
BNK5107.jpeg.txt.Area26,0.114
BNK5107.jpeg.txt.Area27,0.005
BNK5107.jpeg.txt.Area28,0.008
BNK5107.jpeg.txt.Area29,0.009
BNK5107.jpeg.txt.Area30,0.006
BNK5107.jpeg.txt.Area31,0.013
BNK5107.jpeg.txt.Area32,0.006
BNK5107.jpeg.txt.Area33,0.042
BNK5107.jpeg.txt.Area34,0.009
BNK5107.jpeg.txt.Area35,0.009
BNK5107.jpeg.txt.Area36,0.011
BNK5107.jpeg.txt.Area37,0.015
BNK5107.jpeg.txt.Area38,0.009
BNK5107.jpeg.txt.Area39,0.008
BNK5107.jpeg.txt.Area40,0.014
BNK5107.jpeg.txt.Area41,0.013
BNK5107.jpeg.txt.Area42,0.014
BNK5107.jpeg.txt.Area43,0.01
BNK5107.jpeg.txt.Area44,0.016
BNK5107.jpeg.txt.Area45,0.177
BNK5107.jpeg.txt.Area46,0.012
BNK5107.jpeg.txt.Area47,0.011
BNK5107.jpeg.txt.Area48,0.01
BNK5107.jpeg.txt.Area49,0.018
BNK5107.jpeg.txt.Area50,0.083
BNK5107.jpeg.txt.Area51,0.011
BNK5107.jpeg.txt.Area52,0.01
BNK5107.jpeg.txt.Area53,0.011
BNK5107.jpeg.txt.Area54,0.039
BNK5107.jpeg.txt.Area55,0.008
BNK5107.jpeg.txt.Area56,0.018
BNK5107.jpeg.txt.Area57,0.078
BNK5107.jpeg.txt.Area58,0.034
BNK5107.jpeg.txt.Area59,0.008
BNK5107.jpeg.txt.Area60,0.017
BNK5107.jpeg.txt.Area61,0.012
BNK5107.jpeg.txt.Area62,0.008
BNK5107.jpeg.txt.Area63,0.009
BNK5107.jpeg.txt.Area64,0.009
BNK5107.jpeg.txt.Area65,0.006
BNK5107.jpeg.txt.Area66,0.021
BNK5107.jpeg.txt.Area67,0.02
BNK5107.jpeg.txt.Area68,0.009
BNK5107.jpeg.txt.Area69,0.201
BNK5107.jpeg.txt.Area70,0.016
BNK5107.jpeg.txt.Area71,0.022
BNK5107.jpeg.txt.Area72,0.055
BNK5107.jpeg.txt.Area73,0.009
BNK5107.jpeg.txt.Area74,0.011
BNK5107.jpeg.txt.Area75,0.014
BNK5107.jpeg.txt.Area76,0.011
BNK5107.jpeg.txt.Area77,0.01
BNK5107.jpeg.txt.Area78,0.013
BNK5107.jpeg.txt.Area79,0.129
BNK5107.jpeg.txt.Area80,0.013
BNK5107.jpeg.txt.Area81,0.013
BNK5107.jpeg.txt.Area82,0.013
BNK5107.jpeg.txt.Area83,0.021
BNK5107.jpeg.txt.Area84,0.013
BNK5107.jpeg.txt.Area85,0.014
BNK5107.jpeg.txt.Area86,0.02
BNK5107.jpeg.txt.Area87,0.065
BNK5107.jpeg.txt.Area88,0.011
BNK5107.jpeg.txt.Area89,0.205
BNK5107.jpeg.txt.Area90,0.007
BNK5107.jpeg.txt.Area91,0.015
BNK5107.jpeg.txt.Area92,0.041
BNK5107.jpeg.txt.Area93,0.009
BNK5107.jpeg.txt.Area94,0.051
BNK5107.jpeg.txt.Area95,0.011
BNK5107.jpeg.txt.Area96,0.009
BNK5107.jpeg.txt.Area97,0.022
BNK5107.jpeg.txt.Area98,0.092
BNK5107.jpeg.txt.Area99,0.008
BNK5107.jpeg.txt.Area100,0.083
BNK5107.jpeg.txt.Area101,0.013
BNK5107.jpeg.txt.Area102,0.016
BNK5107.jpeg.txt.Area103,0.015
BNL1286.jpeg.txt.Area,4.593
BNP7330.jpeg.txt.Area1,7.688
BNP7330.jpeg.txt.Area2,4.089
BNW1503.jpeg.txt.Area1,0.014
BNW1503.jpeg.txt.Area2,0.041
BNW1503.jpeg.txt.Area3,0.03
BNW1503.jpeg.txt.Area4,0.024
BNW1503.jpeg.txt.Area5,0.04
BNW1503.jpeg.txt.Area6,0.126
BNW1503.jpeg.txt.Area7,0.093
BNW1503.jpeg.txt.Area8,0.046
BNW1503.jpeg.txt.Area9,0.05
BNW1503.jpeg.txt.Area10,0.023
BNW1503.jpeg.txt.Area11,0.045
BNW1503.jpeg.txt.Area12,0.063
BNW1503.jpeg.txt.Area13,0.048
BNW1503.jpeg.txt.Area14,0.031
BNW1503.jpeg.txt.Area15,0.113
BNW1503.jpeg.txt.Area16,0.027
BNW1503.jpeg.txt.Area17,0.007
BNW1503.jpeg.txt.Area18,0.036
BNW1503.jpeg.txt.Area19,0.03
BNW1503.jpeg.txt.Area20,0.046
BNW1503.jpeg.txt.Area21,0.06
BNW1503.jpeg.txt.Area22,0.029
BNW1503.jpeg.txt.Area23,0.175
BNW1503.jpeg.txt.Area24,0.039
BNW1503.jpeg.txt.Area25,0.028
BNW1503.jpeg.txt.Area26,0.033
BNW1503.jpeg.txt.Area27,0.008
BNW1503.jpeg.txt.Area28,0.053
BNW1503.jpeg.txt.Area29,0.044
BNW1503.jpeg.txt.Area30,0.077
BNW1503.jpeg.txt.Area31,0.062
BNW1503.jpeg.txt.Area32,0.094
BNW1503.jpeg.txt.Area33,0.034
BNW1503.jpeg.txt.Area34,0.309
BNW1503.jpeg.txt.Area35,0.041
BNW1503.jpeg.txt.Area36,0.068
BNW1503.jpeg.txt.Area37,0.076
BNW1503.jpeg.txt.Area38,0.023
BNW1503.jpeg.txt.Area39,0.041
BNW1503.jpeg.txt.Area40,0.058
BNW1503.jpeg.txt.Area41,0.041
BOE3552.jpeg.txt.Area1,0.029
BOE3552.jpeg.txt.Area2,0.018
BOE3552.jpeg.txt.Area3,0.018
BOE3552.jpeg.txt.Area4,0.024
BOE3552.jpeg.txt.Area5,0.018
BOE3552.jpeg.txt.Area6,0.019
BOE3552.jpeg.txt.Area7,0.022
BOE3552.jpeg.txt.Area8,0.018
BOE3552.jpeg.txt.Area9,0.025
BOE3552.jpeg.txt.Area10,0.02
BOE3552.jpeg.txt.Area11,0.028
BOE3552.jpeg.txt.Area12,0.036
BOE3552.jpeg.txt.Area13,0.02
BOE3552.jpeg.txt.Area14,0.028
BOE3552.jpeg.txt.Area15,0.027
BOE3552.jpeg.txt.Area16,0.021
BOE3552.jpeg.txt.Area17,0.037
BOE3552.jpeg.txt.Area18,0.082
BOE3552.jpeg.txt.Area19,0.025
BOE3552.jpeg.txt.Area20,0.053
BOE3552.jpeg.txt.Area21,0.025
BOE3552.jpeg.txt.Area22,0.012
BOE3552.jpeg.txt.Area23,0.018
BOE3552.jpeg.txt.Area24,0.021
BOE3552.jpeg.txt.Area25,0.053
BOE3552.jpeg.txt.Area26,0.037
BOE3552.jpeg.txt.Area27,0.02
BOE3552.jpeg.txt.Area28,0.039
BOE3552.jpeg.txt.Area29,0.036
BOE3552.jpeg.txt.Area30,0.045
BOE3552.jpeg.txt.Area31,0.02
BOE3552.jpeg.txt.Area32,0.015
BOE3552.jpeg.txt.Area33,0.06
BOE3552.jpeg.txt.Area34,0.051
BOE3552.jpeg.txt.Area35,0.019
BOE3552.jpeg.txt.Area36,0.027
BOE3552.jpeg.txt.Area37,0.019
BOE3552.jpeg.txt.Area38,0.026
BOE3552.jpeg.txt.Area39,0.034
BOE3552.jpeg.txt.Area40,0.048
BOE3552.jpeg.txt.Area41,0.025
BOE3552.jpeg.txt.Area42,0.021
BOE3552.jpeg.txt.Area43,0.024
BOE3552.jpeg.txt.Area44,0.017
BOE3552.jpeg.txt.Area45,0.022
BOE3552.jpeg.txt.Area46,0.023
BOE3552.jpeg.txt.Area47,0.055
BOE3552.jpeg.txt.Area48,0.025
BOE3552.jpeg.txt.Area49,0.036
BOE3552.jpeg.txt.Area50,0.034
BOE3552.jpeg.txt.Area51,0.024
BOE3552.jpeg.txt.Area52,0.029
BOE3552.jpeg.txt.Area53,0.026
BOE3552.jpeg.txt.Area54,0.025
BOE3552.jpeg.txt.Area55,0.044
BOE3552.jpeg.txt.Area56,0.054
BOI5226.jpeg.txt.Area1,0.232
BOI5226.jpeg.txt.Area2,0.016
BOI5226.jpeg.txt.Area3,0.035
BOI5226.jpeg.txt.Area4,0.129
BOI5226.jpeg.txt.Area5,0.058
BOI5226.jpeg.txt.Area6,0.244
BOI5226.jpeg.txt.Area7,0.039
BOI5226.jpeg.txt.Area8,0.163
BOI5226.jpeg.txt.Area9,0.132
BOI5226.jpeg.txt.Area10,0.079
BOI5226.jpeg.txt.Area11,0.039
BOI5226.jpeg.txt.Area12,0.04
BOI5226.jpeg.txt.Area13,0.047
BOI5226.jpeg.txt.Area14,0.075
BOI5226.jpeg.txt.Area15,0.119
BOI5226.jpeg.txt.Area16,0.062
BOI5226.jpeg.txt.Area17,0.037
BOI5226.jpeg.txt.Area18,0.073
BOI5226.jpeg.txt.Area19,0.022
BOI5226.jpeg.txt.Area20,0.098
BOI5226.jpeg.txt.Area21,0.049
BOI5226.jpeg.txt.Area22,0.05
BOI5226.jpeg.txt.Area23,0.046
BOI5226.jpeg.txt.Area24,0.033
BOI5226.jpeg.txt.Area25,0.015
BOI5226.jpeg.txt.Area26,0.034
BOI5226.jpeg.txt.Area27,0.021
BOI5226.jpeg.txt.Area28,0.038
BOI5226.jpeg.txt.Area29,0.094
BOI5226.jpeg.txt.Area30,0.019
BOI5226.jpeg.txt.Area31,0.027
