site,year,month,day,treatment,plot_id,taxon,cover,fertile,seedling,observer,note_cover
WAY,2019,April,6,B,4,Gnaphalium dombeyanum,1,1,0,LVB,NA
WAY,2019,April,6,B,4,Lycopodiella cernua,5,1,0,LVB,NA
WAY,2019,April,6,B,4,Lycopodium clavatum,5,0,0,LVB,NA
WAY,2019,April,6,B,4,Not stipa,30,0,0,LVB,NA
WAY,2019,April,6,B,4,Paspalum bonplandianum,2,0,0,LVB,NA
WAY,2019,April,6,B,4,Pterichis sp1,0.5,1,0,LVB,NA
WAY,2019,April,6,B,4,Rhynchospora brillante,10,0,0,LVB,NA
WAY,2019,April,6,B,4,Senecio pegajoso,1,0,0,LVB,NA
WAY,2019,April,6,B,4,Stevia sp,3,0,0,LVB,NA
WAY,2019,April,6,B,4,Stipa,15,0,0,LVB,NA
WAY,2019,April,6,B,5,Agrostis sp2,10,1,0,LVB,NA
WAY,2019,April,6,B,5,Bomarea sp,0.5,0,0,LVB,NA
WAY,2019,April,6,B,5,Calamagrostis beauty hairy,10,0,0,LVB,NA
WAY,2019,April,6,B,5,Carex boliviensis,3,0,0,LVB,antes Carex_pedunculado_largo
WAY,2019,April,6,B,5,Eriosorus cheilanthoides,0.5,0,0,LVB,NA
WAY,2019,April,6,B,5,Festuca blue,8,1,0,LVB,NA
WAY,2019,April,6,B,5,Gnaphalium dombeyanum,0.5,0,0,LVB,NA
WAY,2019,April,6,B,5,Hieracium sp1,0.5,0,0,LVB,NA
WAY,2019,April,6,B,5,Hypochaeris taraxacoides,5,1,0,LVB,NA
WAY,2019,April,6,B,5,Lycopodiella cernua,5,1,0,LVB,NA
WAY,2019,April,6,B,5,Lycopodium clavatum,20,0,0,LVB,NA
WAY,2019,April,6,B,5,Not stipa,6,0,0,LVB,NA
WAY,2019,April,6,B,5,Paspalum bonplandianum,5,0,0,LVB,NA
WAY,2019,April,6,B,5,Pterichis sp1,0.5,0,0,LVB,NA
WAY,2019,April,6,B,5,Rhynchospora brillante,4,1,0,LVB,NA
WAY,2019,April,6,B,5,Senecio pegajoso,0.5,0,0,LVB,NA
WAY,2019,April,6,B,5,Sisyrinchium vaginatum,0.5,0,0,LVB,NA
WAY,2019,April,6,B,5,Stevia small,5,1,0,LVB,podria ser Stevia cuzcoensis
WAY,2019,April,6,B,5,Vaccinium floribundum,0.5,0,0,LVB,NA
WAY,2019,April,7,C,1,Achyrocline ramosissima,1,0,0,LVB,NA
WAY,2019,April,7,C,1,Agrostis sp2,20,1,0,LVB,NA
WAY,2019,April,7,C,1,Alchemilla orbiculata,1,0,0,LVB,NA
WAY,2019,April,7,C,1,Baccharis genistelloides,5,1,0,LVB,NA
WAY,2019,April,7,C,1,Calamagrostis beauty,5,0,0,LVB,NA
WAY,2019,April,7,C,1,Calamagrostis beauty hairy,5,0,0,LVB,NA
WAY,2019,April,7,C,1,Carex boliviensis,0.5,1,0,LVB,NA
WAY,2019,April,7,C,1,Carex pedunculado largo,1,1,0,LVB,NA
WAY,2019,April,7,C,1,Festuca blue,10,1,0,LVB,NA
WAY,2019,April,7,C,1,Gnaphalium dombeyanum,0.5,1,0,LVB,NA
WAY,2019,April,7,C,1,Halenia umbellata,0.5,0,1,LVB,NA
WAY,2019,April,7,C,1,Hieracium sp1,0.5,0,0,LVB,NA
WAY,2019,April,7,C,1,Hypochaeris taraxacoides,1,1,0,LVB,NA
WAY,2019,April,7,C,1,Lycopodiella cernua,40,1,0,LVB,NA
WAY,2019,April,7,C,1,Nertera granadensis,5,0,0,LVB,NA
WAY,2019,April,7,C,1,Paspalum bonplandianum,5,0,0,LVB,NA
WAY,2019,April,7,C,1,Stevia small,5,1,0,LVB,podria ser Stevia cuzcoensis
WAY,2019,April,7,C,1,Werneria nubigena,7,0,0,LVB,NA
WAY,2019,April,7,C,2,Agrostis sp2,15,1,0,LVB,NA
WAY,2019,April,7,C,2,Baccharis genistelloides,3,1,0,LVB,NA
WAY,2019,April,7,C,2,Calamagrostis beauty,30,0,0,LVB,NA
WAY,2019,April,7,C,2,Calamagrostis beauty hairy,20,0,0,LVB,NA
WAY,2019,April,7,C,2,Carex boliviensis,0.5,0,0,LVB,NA
WAY,2019,April,7,C,2,Carex pedunculado largo,5,0,0,LVB,NA
WAY,2019,April,7,C,2,Eriosorus cheilanthoides,1,0,0,LVB,NA
WAY,2019,April,7,C,2,Festuca blue,5,1,0,LVB,NA
WAY,2019,April,7,C,2,Gnaphalium dombeyanum,0.5,0,0,LVB,NA
WAY,2019,April,7,C,2,Halenia umbellata,0.5,0,0,LVB,NA
WAY,2019,April,7,C,2,Lycopodium clavatum,10,1,0,LVB,NA
WAY,2019,April,7,C,2,Nertera granadensis,5,0,0,LVB,NA
WAY,2019,April,7,C,2,Paspalum bonplandianum,1,0,0,LVB,NA
WAY,2019,April,7,C,2,Rhynchospora brillante,0.5,0,0,LVB,NA
WAY,2019,April,7,C,2,Stevia small,5,1,0,LVB,podria ser Stevia cuzcoensis
WAY,2019,April,7,C,2,Stevia sp,3,0,0,LVB,NA
WAY,2019,April,7,C,3,Agrostis sp2,15,1,0,LVB,NA
WAY,2019,April,7,C,3,Baccharis genistelloides,8,1,0,LVB,NA
WAY,2019,April,7,C,3,Calamagrostis beauty,50,0,0,LVB,NA
WAY,2019,April,7,C,3,Calamagrostis beauty hairy,10,0,0,LVB,NA
WAY,2019,April,7,C,3,Carex pedunculado largo,5,0,0,LVB,NA
WAY,2019,April,7,C,3,Eriosorus cheilanthoides,0.5,0,0,LVB,NA
WAY,2019,April,7,C,3,Festuca blue,10,1,0,LVB,NA
WAY,2019,April,7,C,3,Gaultheria glomerata,0.5,0,0,LVB,NA
WAY,2019,April,7,C,3,Gnaphalium dombeyanum,1,1,0,LVB,NA
WAY,2019,April,7,C,3,Halenia umbellata,1,1,0,LVB,NA
WAY,2019,April,7,C,3,Lycopodiella cernua,3,1,0,LVB,NA
WAY,2019,April,7,C,3,Lycopodium clavatum,10,0,0,LVB,NA
WAY,2019,April,7,C,3,Paspalum bonplandianum,5,0,0,LVB,NA
WAY,2019,April,7,C,3,Senecio pegajoso,1,0,0,LVB,NA
WAY,2019,April,7,C,3,Stevia small,1,1,0,LVB,podria ser Stevia cuzcoensis
WAY,2019,April,7,C,3,Stevia sp,0.5,0,0,LVB,NA
WAY,2019,April,7,C,4,Agrostis sp2,25,1,0,LVB,NA
WAY,2019,April,7,C,4,Baccharis genistelloides,0.5,0,0,LVB,NA
WAY,2019,April,7,C,4,Brachiotum pubecente,0.5,0,0,LVB,NA
WAY,2019,April,7,C,4,Calamagrostis beauty hairy,1,0,0,LVB,NA
WAY,2019,April,7,C,4,Carex duro,1,1,0,LVB,fino
WAY,2019,April,7,C,4,Carex pedunculado largo,5,0,0,LVB,NA
WAY,2019,April,7,C,4,Eriosorus cheilanthoides,0.5,0,0,LVB,NA
WAY,2019,April,7,C,4,Festuca blue,1,1,0,LVB,NA
WAY,2019,April,7,C,4,Gentiana sedifolia,0.5,0,0,LVB,NA
WAY,2019,April,7,C,4,Gnaphalium dombeyanum,0.5,0,0,LVB,NA
WAY,2019,April,7,C,4,Halenia umbellata,0.5,0,0,LVB,NA
WAY,2019,April,7,C,4,Nertera granadensis,4,0,0,LVB,NA
WAY,2019,April,7,C,4,Not stipa,50,0,0,LVB,NA
WAY,2019,April,7,C,4,Oreobolus mediano,4,1,0,LVB,NA
WAY,2019,April,7,C,4,Paspalum bonplandianum,2,0,0,LVB,NA
WAY,2019,April,7,C,4,Rhynchospora brillante,2,0,0,LVB,NA
WAY,2019,April,7,C,4,Sisyrinchium vaginatum,0.5,0,0,LVB,NA
WAY,2019,April,7,C,4,Stevia sp,5,0,0,LVB,NA
WAY,2019,April,7,C,5,Baccharis genistelloides,0.5,0,0,LVB,NA
WAY,2019,April,7,C,5,Brachiotum pubecente,0.5,0,0,LVB,NA
WAY,2019,April,7,C,5,Calamagrostis beauty,30,0,0,LVB,NA
WAY,2019,April,7,C,5,Calamagrostis beauty hairy,20,0,0,LVB,NA
WAY,2019,April,7,C,5,Carex pedunculado largo,1,0,0,LVB,NA
WAY,2019,April,7,C,5,Festuca blue,5,1,0,LVB,NA
WAY,2019,April,7,C,5,Gaultheria glomerata,0.5,0,0,LVB,NA
WAY,2019,April,7,C,5,Halenia umbellata,1,0,0,LVB,NA
WAY,2019,April,7,C,5,Hypochaeris taraxacoides,1,0,0,LVB,NA
WAY,2019,April,7,C,5,Lycopodium clavatum,15,0,0,LVB,NA
WAY,2019,April,7,C,5,Paspalum bonplandianum,5,0,0,LVB,NA
WAY,2019,April,7,C,5,Stevia sp,1,0,0,LVB,NA
WAY,2019,April,7,C,5,Vaccinium floribundum,1,0,0,LVB,NA
WAY,2019,April,7,C,5,Werneria nubigena,1,0,0,LVB,NA
WAY,2019,July,13,B,1,Agrostis sp2,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,1,Baccharis tricuneata,1,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,1,Calamagrostis beauty hairy,8,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,1,Carex pedunculado largo,8,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,1,Cyrtochilum mystacinum,3,0,0,"LVB,PSA",Muriendo
WAY,2019,July,13,B,1,Eriosorus cheilanthoides,1,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,1,Festuca blue,12,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,1,Gaultheria glomerata,3,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,1,Gentiana sedifolia,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,1,Gnaphalium dombeyanum,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,1,Halenia umbellata,2,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,1,Hieracium sp1,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,1,Lycopodiella cernua,60,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,1,Myrsine sp1,2,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,1,Nertera granadensis,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,1,Senecio pegajoso,2,1,1,"LVB,PSA",NA
WAY,2019,July,13,B,1,Stevia small,4,0,1,"LVB,PSA",podria ser Stevia cuzcoensis
WAY,2019,July,13,B,1,Stevia sp,6,1,0,"LVB,PSA",NA
WAY,2019,July,13,B,1,Stipa,32,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,2,Bidens andicola,1,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,2,Calamagrostis beauty hairy,8,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,2,Carex pedunculado largo,12,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,2,Cyrtochilum mystacinum,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,2,Elaphoglossum huacsaro,1,0,0,"LVB,PSA",Muriendo
WAY,2019,July,13,B,2,Eriosorus cheilanthoides,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,B,2,Festuca blue,16,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,2,Gnaphalium dombeyanum,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,2,Gomphichis sp1,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,2,Halenia umbellata,1,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,2,Lycopodiella cernua,16,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,2,Lycopodium clavatum,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,2,Nertera granadensis,1,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,2,Pterichis sp1,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,2,Senecio pegajoso,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,B,2,Sisyrinchium vaginatum,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,2,Stipa,55,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,3,Bromus lanatus,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,3,Calamagrostis beauty hairy,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,3,Carex ecuadorica,1,0,0,"LVB,PSA",Mediano
WAY,2019,July,13,B,3,Carex pedunculado largo,2,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,3,Eriosorus cheilanthoides,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,B,3,Festuca blue,16,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,3,Gaultheria glomerata,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,3,Gnaphalium dombeyanum,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,3,Halenia umbellata,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,3,Hieracium sp1,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,3,Lycopodiella cernua,4,0,0,"LVB,PSA",Muriendo
WAY,2019,July,13,B,3,Lycopodium clavatum,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,3,Nertera granadensis,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,3,Not stipa,8,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,3,Rhynchospora brillante,12,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,3,Senecio pegajoso,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,3,Stipa,50,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,4,Agrostis sp2,8,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,4,Alchemilla orbiculata,1,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,4,Calamagrostis beauty,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,4,Calamagrostis beauty hairy,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,4,Carex pedunculado largo,16,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,4,Cyrtochilum mystacinum,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,4,Festuca blue,2,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,4,Lycopodiella cernua,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,4,Lycopodium clavatum,12,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,4,Not stipa,20,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,4,Paspalum bonplandianum,2,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,4,Rhynchospora brillante,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,4,Senecio pegajoso,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,B,4,Sisyrinchium vaginatum,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,4,Stevia sp,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,B,4,Stipa,40,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,5,Agrostis sp2,8,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,5,Calamagrostis beauty,40,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,5,Calamagrostis beauty hairy,2,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,5,Carex boliviensis,6,0,0,"LVB,PSA",antes Carex_pedunculado_largo
WAY,2019,July,13,B,5,Eriosorus cheilanthoides,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,B,5,Festuca blue,8,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,5,Gentiana sedifolia,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,5,Gnaphalium dombeyanum,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,5,Halenia umbellata,2,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,5,Hieracium sp1,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,B,5,Hypochaeris taraxacoides,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,5,Lycopodiella cernua,8,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,5,Lycopodium clavatum,20,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,5,Not stipa,8,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,5,Paspalum bonplandianum,8,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,5,Pterichis sp1,0.5,0,0,"LVB,PSA",Muriendo
WAY,2019,July,13,B,5,Rhynchospora brillante,6,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,5,Sisyrinchium vaginatum,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,B,5,Stevia small,2,1,0,"LVB,PSA",podria ser Stevia cuzcoensis
WAY,2019,July,13,C,1,Agrostis sp2,20,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,1,Alchemilla orbiculata,3,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,1,Aphanactis sp1,1,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,1,Baccharis genistelloides,1,0,0,"LVB,PSA",Muriendo
WAY,2019,July,13,C,1,Bromus lanatus,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,C,1,Calamagrostis beauty hairy,16,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,1,Carex boliviensis,8,0,0,"LVB,PSA",Boliviensis
WAY,2019,July,13,C,1,Festuca blue,20,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,1,Galium corymbosum,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,1,Gnaphalium dombeyanum,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,C,1,Halenia umbellata,1,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,1,Lycopodiella cernua,50,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,1,Nertera granadensis,2,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,1,Not stipa softer,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,1,Paspalum bonplandianum,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,1,Senecio pegajoso,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,C,1,Stevia sp,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,C,1,Werneria nubigena,8,1,0,"LVB,PSA",NA
WAY,2019,July,13,C,2,Agrostis sp2,16,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,2,Baccharis genistelloides,4,0,0,"LVB,PSA",Muriendo
WAY,2019,July,13,C,2,Calamagrostis beauty,40,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,2,Calamagrostis beauty hairy,4,0,0,"LVB,PSA",Agrado recientemente
WAY,2019,July,13,C,2,Carex pedunculado largo,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,2,Eriosorus cheilanthoides,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,C,2,Festuca blue,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,2,Gentiana sedifolia,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,2,Gnaphalium dombeyanum,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,2,Hieracium sp1,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,2,Lycopodium clavatum,20,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,2,Nertera granadensis,1,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,2,Not stipa,8,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,2,Paspalum bonplandianum,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,2,Rhynchospora macrochaeta,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,3,Agrostis sp2,25,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,3,Baccharis genistelloides,16,0,0,"LVB,PSA",Muriendo
WAY,2019,July,13,C,3,Calamagrostis beauty,52,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,3,Calamagrostis beauty hairy,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,3,Carex boliviensis,2,0,0,"LVB,PSA",Boliviensis
WAY,2019,July,13,C,3,Carex pedunculado largo,1,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,3,Festuca blue,20,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,3,Gnaphalium dombeyanum,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,3,Halenia umbellata,1,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,3,Hieracium sp1,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,C,3,Lycopodiella cernua,8,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,3,Lycopodium clavatum,40,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,3,Paspalum bonplandianum,5,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,3,Senecio pegajoso,2,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,3,Stevia small,0.5,0,0,"LVB,PSA",Muriendo
WAY,2019,July,13,C,3,Stevia sp,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,C,4,Agrostis sp2,20,0,0,"LVB,PSA",Muriendo
WAY,2019,July,13,C,4,Baccharis genistelloides,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,4,Calamagrostis beauty,4,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,4,Calamagrostis beauty hairy,8,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,4,Carex duro,0.5,0,0,"LVB,PSA",hojas_duras
WAY,2019,July,13,C,4,Carex pedunculado largo,25,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,4,Festuca blue,3,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,4,Gentiana sedifolia,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,4,Gnaphalium dombeyanum,3,0,0,"LVB,PSA",Muriendo
WAY,2019,July,13,C,4,Halenia umbellata,2,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,4,Lycopodium clavatum,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,4,Nertera granadensis,1,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,4,Not stipa,50,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,4,Oreobolus mediano,3,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,4,Paspalum bonplandianum,2,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,4,Senecio pegajoso,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,C,4,Sisyrinchium vaginatum,0.5,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,4,Stevia sp,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,C,5,Agrostis sp2,2,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,5,Baccharis genistelloides,3,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,5,Calamagrostis beauty,60,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,5,Calamagrostis beauty hairy,12,0,0,"LVB,PSA",NA
WAY,2019,July,13,C,5,Carex boliviensis,8,0,0,"LVB,PSA",antes oscuro
WAY,2019,July,13,C,5,Eriosorus cheilanthoides,0.5,0,1,"LVB,PSA",NA
WAY,2019,July,13,C,5,Festuca blue,20,0,0,"LVB,PSA",NA
